user_id,age
64694,35-44
77150,25-34
37205,18-24
19442,>56
12740,25-34
12835,25-34
28945,25-34
29983,18-24
66622,25-34
63108,25-34
86178,25-34
57395,35-44
17831,35-44
16566,25-34
59436,25-34
84160,25-34
23717,25-34
20497,35-44
49848,25-34
9755,35-44
62683,25-34
3787,35-44
68984,25-34
4073,25-34
8317,25-34
27479,25-34
36378,25-34
22352,25-34
49672,35-44
16433,>56
83189,25-34
2673,25-34
29987,25-34
10550,25-34
5993,>56
39895,18-24
63743,25-34
78505,25-34
21367,25-34
12611,25-34
61156,35-44
6749,25-34
31536,50-55
14386,18-24
8886,25-34
40956,25-34
43215,25-34
81093,25-34
6631,25-34
50493,25-34
55897,25-34
65234,18-24
11343,18-24
17247,25-34
39909,25-34
32037,25-34
17848,25-34
10353,25-34
49518,25-34
79133,35-44
53483,<18
66249,<18
45966,25-34
71615,25-34
17261,50-55
9936,25-34
1325,18-24
85561,25-34
3661,<18
19779,50-55
25828,18-24
50750,<18
9544,>56
70022,25-34
32683,25-34
20139,35-44
21622,18-24
84803,18-24
73607,18-24
61760,25-34
51881,25-34
74959,18-24
25137,45-49
7507,25-34
80391,50-55
36733,25-34
50967,25-34
52644,25-34
30530,<18
33133,25-34
16409,25-34
62365,18-24
86287,35-44
25223,25-34
56018,45-49
67473,25-34
30422,18-24
51521,45-49
52754,25-34
25930,18-24
51528,25-34
54144,35-44
25148,25-34
54800,25-34
64585,25-34
33401,35-44
59142,18-24
33161,45-49
77953,50-55
14367,25-34
13333,18-24
30558,25-34
36034,>56
47309,25-34
10999,25-34
44906,25-34
73997,25-34
9850,35-44
35759,25-34
6747,25-34
21332,<18
41404,25-34
9727,25-34
127,25-34
86738,25-34
26597,25-34
48522,25-34
2545,25-34
71754,<18
52722,25-34
66894,25-34
14051,18-24
11218,25-34
52239,>56
15266,25-34
63570,<18
44688,25-34
13005,50-55
71114,50-55
43749,25-34
2107,25-34
48010,25-34
72926,35-44
75502,35-44
4187,25-34
84744,25-34
55246,25-34
85059,25-34
81303,25-34
6105,25-34
44571,35-44
72576,25-34
18903,25-34
39437,25-34
31862,25-34
80987,25-34
19846,25-34
57198,35-44
29684,35-44
57387,25-34
65762,25-34
17470,>56
29771,>56
15421,25-34
25166,25-34
47529,25-34
74763,18-24
60427,25-34
514,25-34
66481,25-34
25484,25-34
30776,25-34
37336,25-34
45790,25-34
52487,35-44
41464,25-34
80570,25-34
32034,25-34
50388,35-44
57538,25-34
66161,25-34
16813,35-44
35245,>56
592,25-34
8552,<18
29398,25-34
53124,25-34
66659,18-24
77086,35-44
34174,45-49
13946,25-34
6362,>56
19054,35-44
29893,<18
9083,<18
50129,25-34
15942,50-55
38010,25-34
53849,35-44
12008,18-24
21605,25-34
74872,25-34
65965,25-34
62500,25-34
10690,50-55
69832,<18
71819,50-55
56726,25-34
57507,35-44
16964,25-34
38768,25-34
77656,25-34
75474,25-34
20835,35-44
9899,18-24
41809,25-34
38381,25-34
64674,<18
25623,25-34
8906,35-44
40793,25-34
33527,25-34
52229,45-49
55332,25-34
29535,25-34
31923,25-34
25486,25-34
83968,35-44
71163,25-34
3398,25-34
72886,25-34
3739,45-49
4782,25-34
73053,35-44
23125,25-34
41911,45-49
40509,45-49
34645,25-34
12095,25-34
79576,18-24
45901,50-55
2084,35-44
31948,25-34
52387,25-34
45425,25-34
25865,35-44
28574,25-34
22972,35-44
46072,25-34
6796,35-44
59813,45-49
33985,25-34
84024,45-49
7185,25-34
25249,25-34
12265,25-34
79526,25-34
42086,25-34
79290,35-44
32193,>56
48654,50-55
71872,35-44
11605,25-34
9193,35-44
49350,25-34
31016,25-34
74824,25-34
37204,25-34
49227,25-34
78750,35-44
6542,35-44
26897,25-34
633,>56
26354,25-34
49292,25-34
28242,25-34
4389,25-34
38688,25-34
23471,25-34
58690,25-34
29340,45-49
13678,25-34
57823,25-34
2066,18-24
2181,50-55
59191,25-34
18138,50-55
48545,25-34
72707,45-49
29727,>56
81615,25-34
17815,25-34
34477,25-34
32307,25-34
18943,>56
10376,25-34
48169,25-34
59445,25-34
65079,25-34
27103,35-44
78000,25-34
29984,25-34
45428,25-34
66460,25-34
68263,25-34
42001,25-34
12481,25-34
43030,35-44
27926,35-44
3679,25-34
29899,25-34
2652,25-34
40450,25-34
28327,25-34
50392,25-34
7344,>56
60550,35-44
71044,25-34
39166,25-34
67397,25-34
76094,25-34
12947,18-24
48611,35-44
9037,18-24
4105,25-34
22866,25-34
62171,25-34
63110,25-34
47513,<18
65841,50-55
10226,45-49
65015,25-34
36157,35-44
76261,25-34
19566,50-55
61625,25-34
15665,>56
46559,25-34
4071,25-34
18113,50-55
63285,25-34
6484,50-55
65263,25-34
14507,25-34
72121,>56
42578,25-34
65040,25-34
65947,25-34
65933,25-34
69314,50-55
51459,25-34
81812,25-34
1538,45-49
51499,45-49
45686,25-34
26603,25-34
72166,18-24
14896,25-34
14391,25-34
51820,50-55
17388,50-55
54990,<18
27348,>56
2571,25-34
9756,25-34
24562,50-55
43877,45-49
62913,18-24
1442,25-34
15236,25-34
20504,>56
4647,25-34
60016,18-24
13674,25-34
7266,25-34
79786,35-44
33067,25-34
35706,25-34
7161,18-24
52737,25-34
20533,45-49
16360,35-44
46125,18-24
44352,25-34
14395,<18
79284,25-34
39757,35-44
37194,25-34
34786,25-34
897,25-34
45650,25-34
59311,50-55
5279,50-55
19599,25-34
74626,25-34
86296,25-34
78620,25-34
83929,45-49
65451,>56
34299,25-34
31676,35-44
40000,25-34
12218,35-44
385,25-34
34825,35-44
61590,25-34
8589,18-24
14779,>56
82893,25-34
52579,25-34
51884,25-34
12557,25-34
12307,25-34
34963,25-34
17604,25-34
18717,<18
17464,25-34
39599,35-44
44857,25-34
69040,25-34
53035,35-44
654,25-34
36369,25-34
84570,45-49
34581,25-34
11769,25-34
47874,>56
24531,25-34
62356,25-34
82816,25-34
80410,25-34
53851,35-44
5516,25-34
24675,25-34
19107,45-49
50803,25-34
79840,25-34
1353,45-49
69559,25-34
11334,25-34
10055,18-24
80331,18-24
236,25-34
34048,<18
68392,50-55
8169,35-44
49039,25-34
18157,<18
28618,50-55
2168,<18
17935,25-34
29035,35-44
51981,25-34
8108,50-55
17030,50-55
37852,25-34
27336,25-34
2676,25-34
82408,25-34
44415,18-24
37370,25-34
51184,25-34
27980,45-49
4558,25-34
69635,25-34
17300,<18
10383,35-44
39304,50-55
66454,25-34
36435,25-34
2527,25-34
9836,<18
22219,25-34
23606,25-34
52594,35-44
7515,25-34
58201,25-34
57837,25-34
72526,25-34
52650,25-34
65522,25-34
962,18-24
8549,25-34
12942,25-34
58288,25-34
30964,25-34
86334,18-24
71170,35-44
61795,<18
64373,>56
25559,25-34
59285,25-34
21941,25-34
62394,25-34
85298,25-34
37818,25-34
21021,25-34
9062,25-34
58359,45-49
16998,25-34
7822,25-34
33433,25-34
57103,25-34
1577,25-34
8889,25-34
37704,25-34
7888,25-34
7727,25-34
3571,25-34
58440,25-34
26340,25-34
66953,25-34
3856,25-34
24987,25-34
13704,25-34
14107,18-24
61492,18-24
53938,25-34
59213,25-34
6141,35-44
72319,>56
48926,25-34
71988,35-44
51245,25-34
44258,25-34
32882,35-44
61578,25-34
15596,25-34
18658,>56
19496,25-34
22234,18-24
85617,18-24
12108,25-34
72705,25-34
55961,>56
79018,25-34
5465,25-34
35277,25-34
14188,45-49
819,25-34
15212,35-44
57317,35-44
68761,25-34
50155,25-34
13995,25-34
8439,25-34
4542,45-49
33942,50-55
75845,25-34
17888,25-34
82639,25-34
62709,18-24
51571,25-34
22917,25-34
45470,25-34
23233,25-34
17989,25-34
17918,18-24
79130,25-34
19094,25-34
9390,50-55
78399,25-34
80823,18-24
60047,25-34
83237,25-34
68541,>56
12923,>56
14073,25-34
34622,25-34
78308,25-34
20729,25-34
69847,18-24
17294,50-55
3452,25-34
57641,25-34
21324,25-34
12452,>56
14345,25-34
29564,25-34
37248,45-49
37257,25-34
37964,45-49
68921,25-34
63439,25-34
58302,<18
81621,18-24
31279,25-34
31680,35-44
6826,18-24
74346,45-49
50236,45-49
34830,25-34
69160,35-44
79603,18-24
44705,18-24
13986,25-34
29115,25-34
58291,35-44
48212,35-44
20157,50-55
30370,18-24
50262,25-34
79429,>56
68910,<18
76605,25-34
83587,25-34
60235,35-44
81524,25-34
23127,35-44
67904,25-34
3371,25-34
21863,25-34
47282,25-34
17257,25-34
45235,35-44
75039,45-49
66584,25-34
17744,25-34
49695,25-34
21375,18-24
14353,25-34
2365,18-24
56938,18-24
59722,25-34
52601,45-49
8299,35-44
18655,25-34
20888,45-49
34382,>56
38544,25-34
7136,25-34
24002,25-34
28572,25-34
54957,25-34
37955,18-24
32558,25-34
35670,25-34
66392,25-34
71288,25-34
23079,25-34
57123,25-34
727,18-24
29923,18-24
53556,50-55
72748,25-34
6213,35-44
40909,50-55
39286,25-34
62646,<18
84651,25-34
12737,25-34
35223,25-34
65418,25-34
26415,25-34
751,45-49
26348,25-34
34092,25-34
190,25-34
5273,25-34
33405,25-34
45849,18-24
496,50-55
10466,>56
13707,25-34
8538,25-34
29280,25-34
41308,25-34
84074,18-24
38191,25-34
8014,25-34
4091,25-34
37840,25-34
11310,25-34
25259,25-34
63926,25-34
12317,25-34
57110,25-34
27276,25-34
1751,35-44
15756,35-44
10096,25-34
43953,25-34
5949,50-55
40515,25-34
19555,25-34
14852,25-34
10931,25-34
12639,25-34
35269,25-34
62215,25-34
12725,50-55
31929,25-34
38329,25-34
74267,18-24
63797,25-34
73676,25-34
22709,25-34
4483,>56
83191,25-34
42687,25-34
12305,>56
40953,25-34
20105,25-34
56503,25-34
68073,45-49
74147,25-34
31618,25-34
31742,25-34
17538,25-34
13639,25-34
13415,25-34
15586,25-34
47841,25-34
83342,18-24
78296,25-34
79519,18-24
2862,<18
34734,>56
44993,25-34
36353,25-34
51099,25-34
83791,35-44
6772,25-34
53679,25-34
31858,35-44
16506,25-34
44863,50-55
72686,25-34
32686,25-34
60147,25-34
32674,25-34
74660,35-44
82972,25-34
38571,25-34
41180,25-34
17292,45-49
38979,25-34
53412,50-55
26204,18-24
4989,35-44
27119,25-34
61516,25-34
4855,25-34
44506,45-49
3115,25-34
39873,45-49
39175,25-34
15290,50-55
69505,45-49
38470,18-24
18932,25-34
30578,>56
17991,25-34
85097,18-24
26671,25-34
43275,50-55
50809,25-34
72811,18-24
44587,18-24
74460,25-34
4978,<18
15314,25-34
6194,35-44
23580,25-34
51053,35-44
54027,35-44
58685,25-34
9232,35-44
5738,25-34
14916,35-44
38014,>56
48454,18-24
51698,25-34
24553,25-34
74144,35-44
66604,25-34
28899,25-34
41336,>56
69690,25-34
66588,25-34
615,25-34
52125,35-44
52396,>56
49800,50-55
48472,18-24
16697,25-34
62452,25-34
18521,45-49
14474,25-34
72227,45-49
55081,25-34
79644,25-34
14145,<18
7238,18-24
6860,25-34
38839,25-34
62842,25-34
25421,25-34
6081,50-55
6124,25-34
13342,<18
70152,35-44
6634,>56
54173,25-34
73346,25-34
55500,25-34
4063,25-34
32280,25-34
57738,25-34
26156,45-49
32299,25-34
27724,>56
22213,25-34
31155,<18
59566,50-55
22648,25-34
37572,18-24
49506,25-34
33595,25-34
26337,25-34
43837,25-34
49880,25-34
8256,35-44
36386,25-34
46184,25-34
52624,18-24
34356,18-24
50075,25-34
15203,25-34
21780,18-24
9488,25-34
25428,25-34
29263,25-34
59757,50-55
56154,35-44
22513,25-34
25775,25-34
78590,25-34
56912,25-34
9636,35-44
6824,25-34
14648,25-34
17969,25-34
18050,35-44
47190,25-34
17514,25-34
39525,35-44
67935,25-34
18177,<18
5431,35-44
9341,25-34
11753,25-34
38620,35-44
21255,50-55
61530,25-34
75208,45-49
71224,25-34
24144,18-24
22469,25-34
9295,25-34
83299,35-44
2814,<18
26615,18-24
24407,25-34
13096,25-34
51731,50-55
56339,25-34
64651,18-24
448,25-34
14017,25-34
68952,25-34
60668,25-34
18452,45-49
72183,18-24
22292,25-34
49725,25-34
57434,25-34
56074,45-49
78087,50-55
43964,25-34
50657,25-34
86404,25-34
83450,35-44
20725,35-44
86177,25-34
63533,25-34
56572,18-24
20887,25-34
37595,35-44
68714,25-34
2886,25-34
45267,35-44
49596,18-24
40225,25-34
32782,25-34
4740,25-34
74011,25-34
80231,25-34
68435,25-34
16902,25-34
51887,<18
20026,25-34
51802,35-44
64839,45-49
12041,50-55
12580,25-34
37360,>56
38771,25-34
17908,25-34
83093,25-34
53618,25-34
24816,25-34
28178,35-44
1948,50-55
13592,45-49
34625,35-44
40745,45-49
52511,<18
58862,25-34
32772,18-24
59686,35-44
22112,25-34
79938,<18
26055,25-34
34996,<18
40674,25-34
83794,<18
20395,50-55
52600,25-34
14373,45-49
31156,18-24
61085,>56
13024,25-34
24249,18-24
26890,25-34
41026,50-55
33217,<18
32368,>56
65467,18-24
2844,25-34
63024,25-34
74831,25-34
71536,25-34
16329,25-34
30467,25-34
82237,25-34
10971,25-34
8186,25-34
45319,25-34
41347,25-34
64195,25-34
69684,25-34
79481,35-44
16603,25-34
23411,25-34
54207,<18
31576,25-34
13423,<18
35539,25-34
64898,25-34
26303,25-34
47787,50-55
72173,35-44
82505,35-44
20273,25-34
58225,25-34
11565,25-34
51812,35-44
45676,25-34
46281,25-34
43410,50-55
51028,25-34
59611,18-24
32702,18-24
22818,50-55
17168,25-34
45782,>56
8697,25-34
19494,25-34
29718,25-34
22026,25-34
84156,25-34
43430,45-49
15593,35-44
41208,25-34
64874,25-34
72287,35-44
58724,25-34
25896,18-24
411,25-34
3663,25-34
11369,25-34
70366,25-34
47304,25-34
34077,>56
3780,25-34
6026,50-55
34338,35-44
8460,35-44
82305,<18
11468,18-24
16671,25-34
11930,35-44
61848,25-34
69249,25-34
21670,35-44
41073,25-34
17207,25-34
70039,25-34
32511,25-34
29604,25-34
38065,18-24
46686,25-34
80649,25-34
27131,25-34
58499,45-49
28207,25-34
70716,25-34
17278,35-44
30395,45-49
2165,>56
84106,>56
43314,35-44
24903,35-44
22146,25-34
22124,35-44
23747,25-34
32258,25-34
79913,25-34
51804,>56
15635,25-34
67334,25-34
73154,25-34
13806,25-34
22559,25-34
51552,>56
22801,25-34
10891,25-34
4097,35-44
48513,25-34
44133,<18
53179,25-34
53243,25-34
75851,25-34
75752,25-34
55593,25-34
2655,<18
58397,25-34
54041,25-34
61962,>56
64830,>56
29583,25-34
2552,18-24
40334,35-44
72727,25-34
33830,50-55
32869,18-24
80215,25-34
54147,>56
2981,25-34
44542,25-34
6381,35-44
77796,50-55
72231,25-34
785,18-24
19575,25-34
15858,35-44
17923,25-34
26095,25-34
26076,45-49
32028,25-34
63933,25-34
1088,35-44
75725,35-44
72400,18-24
53691,25-34
6756,25-34
35393,25-34
24988,18-24
55756,18-24
29193,18-24
69722,25-34
24703,25-34
17319,>56
37409,25-34
20770,45-49
14820,25-34
39315,25-34
25323,25-34
2432,25-34
86690,45-49
73739,25-34
45320,25-34
50866,25-34
22800,35-44
51341,50-55
46068,35-44
527,25-34
74690,25-34
25534,>56
47882,25-34
73090,25-34
79704,25-34
47795,25-34
31109,>56
14642,>56
24590,25-34
70097,25-34
21644,>56
23286,25-34
59338,25-34
25831,25-34
46301,35-44
70417,35-44
42367,25-34
80149,25-34
14403,25-34
76527,25-34
5019,35-44
10789,50-55
82704,25-34
35618,25-34
36568,25-34
